account_id,customer_id,account_type,opened_date,account_status
A0001348,C000963,Credit Card,2019-02-17,Active
A0001349,C000963,Savings,2019-02-17,Active
A0001350,C000964,Current,2020-08-26,Active
A0001351,C000964,Current,2020-08-26,Active
A0001352,C000965,Current,2019-09-13,Active
A0001353,C000966,Current,2018-05-08,Active
A0001354,C000966,Credit Card,2018-05-08,Dormant
A0001355,C000966,Savings,2018-05-08,Active
A0001356,C000967,Credit Card,2019-06-25,Active
A0001357,C000968,Current,2023-11-09,Active
A0001358,C000968,Savings,2023-11-09,Active
A0001359,C000969,Savings,2018-06-23,Active
A0001360,C000970,Current,2023-09-12,Active
A0001361,C000971,Current,2025-02-15,Active
A0001362,C000971,Current,2025-02-15,Active
A0001363,C000971,Savings,2025-02-15,Closed
A0001364,C000972,Current,2024-08-06,Active
A0001365,C000972,Savings,2024-08-06,Active
A0001366,C000973,Current,2022-11-11,Active
A0001367,C000974,Savings,2024-08-18,Dormant
A0001368,C000975,Savings,2023-04-22,Active
A0001369,C000976,Savings,2025-03-13,Active
A0001370,C000976,Current,2025-03-13,Active
A0001371,C000977,Savings,2020-08-07,Dormant
A0001372,C000978,Savings,2025-06-13,Active
A0001373,C000979,Current,2025-06-19,Active
A0001374,C000980,Current,2024-05-15,Active
A0001375,C000980,Savings,2024-05-15,Active
A0001376,C000981,Current,2023-08-11,Active
A0001377,C000982,Current,2018-10-24,Active
A0001378,C000982,Current,2018-10-24,Active
A0001379,C000982,Current,2018-10-24,Active
A0001380,C000983,Current,2020-12-22,Active
A0001381,C000984,Current,2024-02-25,Active
A0001382,C000984,Current,2024-02-25,Active
A0001383,C000985,Savings,2019-03-01,Active
A0001384,C000986,Credit Card,2020-10-19,Active
A0001385,C000987,Current,2022-04-02,Dormant
A0001386,C000988,Current,2021-02-02,Dormant
A0001387,C000988,Current,2021-02-02,Active
A0001388,C000989,Current,2023-02-02,Active
A0001389,C000989,Savings,2023-02-02,Active
A0001390,C000990,Current,2024-01-26,Active
A0001391,C000991,Credit Card,2024-10-20,Active
A0001392,C000992,Current,2021-08-07,Active
A0001393,C000993,Current,2022-06-24,Active
A0001394,C000993,Current,2022-06-24,Active
A0001395,C000993,Credit Card,2022-06-24,Active
A0001396,C000994,Credit Card,2023-10-08,Active
A0001397,C000995,Current,2022-12-05,Active
A0001398,C000996,Credit Card,2019-07-14,Active
A0001399,C000996,Current,2019-07-14,Active
A0001400,C000996,Current,2019-07-14,Active
A0001401,C000997,Savings,2024-07-24,Active
A0001402,C000998,Current,2021-12-28,Active
A0001403,C000999,Current,2020-12-29,Active
A0001404,C001000,Current,2020-06-29,Dormant
A0001405,C001001,Current,2021-04-17,Active
A0001406,C001002,Current,2025-03-27,Active
A0001407,C001002,Current,2025-03-27,Dormant
A0001408,C001003,Savings,2023-06-23,Active
A0001409,C001003,Current,2023-06-23,Active
A0001410,C001004,Current,2022-09-02,Active
A0001411,C001005,Current,2022-04-15,Active
A0001412,C001005,Savings,2022-04-15,Active
A0001413,C001005,Current,2022-04-15,Active
A0001414,C001006,Savings,2022-06-16,Active
A0001415,C001006,Savings,2022-06-16,Active
A0001416,C001006,Current,2022-06-16,Active
A0001417,C001007,Savings,2022-06-16,Active
A0001418,C001008,Credit Card,2020-05-19,Active
A0001419,C001009,Current,2022-07-06,Active
A0001420,C001010,Savings,2020-06-24,Active
A0001421,C001011,Savings,2025-07-17,Active
A0001422,C001011,Credit Card,2025-07-17,Active
A0001423,C001012,Current,2018-03-06,Active
A0001424,C001012,Savings,2018-03-06,Active
A0001425,C001013,Current,2024-10-04,Active
A0001426,C001013,Current,2024-10-04,Active
A0001427,C001014,Current,2022-01-17,Active
A0001428,C001014,Current,2022-01-17,Active
A0001429,C001014,Credit Card,2022-01-17,Active
A0001430,C001015,Savings,2022-10-21,Active
A0001431,C001015,Savings,2022-10-21,Active
A0001432,C001016,Credit Card,2021-11-08,Active
A0001433,C001016,Current,2021-11-08,Active
A0001434,C001017,Savings,2024-04-23,Active
A0001435,C001017,Current,2024-04-23,Closed
A0001436,C001018,Savings,2022-02-03,Active
A0001437,C001019,Current,2022-01-12,Active
A0001438,C001020,Current,2020-11-08,Active
A0001439,C001021,Current,2021-09-17,Active
A0001440,C001021,Current,2021-09-17,Active
A0001441,C001022,Current,2020-04-05,Active
A0001442,C001023,Savings,2024-06-30,Active
A0001443,C001024,Savings,2018-09-03,Active
A0001444,C001025,Current,2019-12-02,Active
A0001445,C001026,Current,2022-04-14,Active
A0001446,C001027,Current,2024-01-15,Active
A0001447,C001027,Current,2024-01-15,Active
A0001448,C001028,Current,2025-06-10,Dormant
A0001449,C001028,Current,2025-06-10,Dormant
A0001450,C001029,Credit Card,2021-01-21,Active
A0001451,C001030,Current,2018-12-10,Active
A0001452,C001031,Current,2019-03-14,Active
A0001453,C001032,Current,2018-09-04,Active
A0001454,C001032,Savings,2018-09-04,Active
A0001455,C001032,Savings,2018-09-04,Active
A0001456,C001033,Current,2021-10-15,Active
A0001457,C001034,Savings,2020-09-06,Active
A0001458,C001035,Savings,2019-04-11,Active
A0001459,C001036,Savings,2021-02-27,Active
A0001460,C001036,Savings,2021-02-27,Active
A0001461,C001037,Savings,2021-08-16,Active
A0001462,C001038,Savings,2020-02-24,Active
A0001463,C001039,Current,2022-01-26,Active
A0001464,C001040,Current,2019-03-27,Active
A0001465,C001040,Credit Card,2019-03-27,Active
A0001466,C001041,Current,2019-04-27,Active
A0001467,C001042,Current,2018-01-03,Active
A0001468,C001043,Savings,2021-05-16,Active
A0001469,C001043,Current,2021-05-16,Active
A0001470,C001043,Savings,2021-05-16,Active
A0001471,C001044,Savings,2023-02-13,Active
A0001472,C001045,Current,2023-09-14,Active
A0001473,C001046,Savings,2025-04-20,Active
A0001474,C001046,Current,2025-04-20,Active
A0001475,C001047,Credit Card,2019-04-16,Active
A0001476,C001048,Savings,2018-11-08,Dormant
A0001477,C001049,Current,2018-08-26,Active
A0001478,C001050,Current,2022-04-07,Active
A0001479,C001050,Current,2022-04-07,Active
A0001480,C001050,Savings,2022-04-07,Active
A0001481,C001051,Current,2022-09-10,Active
A0001482,C001052,Current,2019-02-11,Active
A0001483,C001052,Current,2019-02-11,Active
A0001484,C001053,Credit Card,2018-07-26,Active
A0001485,C001054,Savings,2020-10-16,Active
A0001486,C001055,Savings,2020-11-09,Active
A0001487,C001056,Current,2019-04-23,Active
A0001488,C001057,Current,2021-04-30,Active
A0001489,C001058,Savings,2022-04-23,Active
A0001490,C001059,Current,2019-06-12,Active
A0001491,C001059,Current,2019-06-12,Active
A0001492,C001060,Current,2022-12-03,Active
A0001493,C001060,Current,2022-12-03,Active
A0001494,C001060,Current,2022-12-03,Active
A0001495,C001061,Savings,2022-01-20,Active
A0001496,C001062,Current,2024-01-25,Active
A0001497,C001063,Credit Card,2022-06-29,Active
A0001498,C001064,Credit Card,2020-05-02,Active
A0001499,C001065,Savings,2021-11-06,Active
A0001500,C001066,Savings,2018-05-08,Active
A0001501,C001067,Current,2018-02-15,Active
A0001502,C001067,Current,2018-02-15,Active
A0001503,C001068,Credit Card,2021-05-21,Closed
A0001504,C001068,Current,2021-05-21,Active
A0001505,C001069,Credit Card,2019-07-04,Closed
A0001506,C001070,Savings,2019-11-07,Active
A0001507,C001071,Savings,2020-12-16,Active
A0001508,C001071,Current,2020-12-16,Active
A0001509,C001072,Savings,2018-11-04,Active
A0001510,C001073,Current,2020-06-20,Active
A0001511,C001074,Savings,2019-07-10,Active
A0001512,C001075,Current,2019-04-03,Active
A0001513,C001076,Current,2019-08-21,Active
A0001514,C001076,Savings,2019-08-21,Dormant
A0001515,C001076,Current,2019-08-21,Active
A0001516,C001077,Current,2018-03-28,Active
A0001517,C001077,Savings,2018-03-28,Active
A0001518,C001078,Savings,2023-11-20,Active
A0001519,C001078,Current,2023-11-20,Active
A0001520,C001079,Savings,2020-03-17,Closed
A0001521,C001079,Current,2020-03-17,Active
A0001522,C001080,Current,2025-01-23,Active
A0001523,C001080,Current,2025-01-23,Dormant
A0001524,C001081,Current,2020-04-02,Active
A0001525,C001081,Savings,2020-04-02,Active
A0001526,C001082,Current,2024-05-03,Active
A0001527,C001083,Savings,2022-07-31,Active
A0001528,C001084,Current,2025-04-07,Active
A0001529,C001085,Current,2019-07-28,Active
A0001530,C001086,Savings,2020-01-14,Active
A0001531,C001087,Credit Card,2020-10-16,Active
A0001532,C001088,Savings,2025-01-30,Active
A0001533,C001089,Current,2024-10-08,Active
A0001534,C001090,Current,2024-05-17,Active
A0001535,C001091,Current,2020-05-11,Dormant
A0001536,C001092,Savings,2021-04-15,Active
A0001537,C001093,Current,2024-01-09,Active
A0001538,C001094,Current,2024-09-12,Active
A0001539,C001095,Current,2018-01-19,Active
A0001540,C001096,Savings,2021-07-15,Active
A0001541,C001097,Current,2023-05-27,Active
A0001542,C001097,Credit Card,2023-05-27,Active
A0001543,C001097,Savings,2023-05-27,Active
A0001544,C001098,Current,2019-07-13,Dormant
A0001545,C001098,Current,2019-07-13,Active
A0001546,C001099,Current,2025-04-03,Active
A0001547,C001100,Savings,2020-12-09,Active
A0001548,C001101,Savings,2018-03-25,Active
A0001549,C001101,Current,2018-03-25,Active
A0001550,C001102,Current,2024-09-02,Active
A0001551,C001102,Savings,2024-09-02,Active
A0001552,C001102,Current,2024-09-02,Active
A0001553,C001103,Savings,2019-04-16,Active
A0001554,C001104,Credit Card,2019-08-26,Active
A0001555,C001105,Credit Card,2025-01-18,Active
A0001556,C001106,Credit Card,2018-08-28,Active
A0001557,C001107,Current,2023-04-07,Active
A0001558,C001108,Current,2021-06-30,Active
A0001559,C001108,Current,2021-06-30,Active
A0001560,C001109,Savings,2019-09-02,Active
A0001561,C001110,Credit Card,2020-02-08,Active
A0001562,C001110,Savings,2020-02-08,Active
A0001563,C001111,Current,2022-11-27,Active
A0001564,C001112,Credit Card,2020-01-17,Active
A0001565,C001112,Credit Card,2020-01-17,Active
A0001566,C001112,Current,2020-01-17,Closed
A0001567,C001113,Current,2021-07-29,Closed
A0001568,C001113,Current,2021-07-29,Closed
A0001569,C001114,Savings,2018-04-18,Active
A0001570,C001115,Savings,2025-05-31,Active
A0001571,C001116,Current,2024-05-07,Active
A0001572,C001117,Current,2022-02-06,Dormant
A0001573,C001118,Current,2019-09-25,Active
A0001574,C001118,Current,2019-09-25,Active
A0001575,C001119,Current,2020-04-24,Active
A0001576,C001120,Current,2018-07-31,Active
A0001577,C001120,Credit Card,2018-07-31,Dormant
A0001578,C001121,Savings,2022-04-17,Active
A0001579,C001122,Savings,2023-05-07,Active
A0001580,C001122,Credit Card,2023-05-07,Active
A0001581,C001123,Savings,2022-07-06,Active
A0001582,C001124,Savings,2019-09-15,Active
A0001583,C001124,Current,2019-09-15,Active
A0001584,C001125,Credit Card,2020-02-27,Active
A0001585,C001126,Savings,2021-11-24,Active
A0001586,C001127,Current,2021-09-06,Dormant
A0001587,C001127,Savings,2021-09-06,Active
A0001588,C001128,Current,2021-12-14,Active
A0001589,C001129,Current,2022-05-07,Active
A0001590,C001130,Savings,2019-04-07,Active
A0001591,C001131,Savings,2020-08-15,Active
A0001592,C001131,Savings,2020-08-15,Active
A0001593,C001132,Current,2024-05-07,Active
A0001594,C001133,Credit Card,2019-09-20,Active
A0001595,C001134,Savings,2023-12-17,Active
A0001596,C001134,Savings,2023-12-17,Active
A0001597,C001135,Current,2025-06-20,Active
A0001598,C001136,Current,2019-10-08,Active
A0001599,C001136,Current,2019-10-08,Active
A0001600,C001137,Savings,2024-03-30,Active
A0001601,C001137,Current,2024-03-30,Active
A0001602,C001138,Current,2023-06-12,Active
A0001603,C001139,Current,2025-04-04,Active
A0001604,C001140,Current,2019-08-27,Active
A0001605,C001141,Current,2018-09-27,Closed
A0001606,C001141,Savings,2018-09-27,Active
A0001607,C001142,Current,2024-04-22,Active
A0001608,C001143,Savings,2020-02-27,Active
A0001609,C001144,Savings,2021-11-20,Closed
A0001610,C001145,Credit Card,2018-10-14,Dormant
A0001611,C001146,Current,2018-06-07,Active
A0001612,C001146,Savings,2018-06-07,Active
A0001613,C001147,Credit Card,2022-02-25,Active
A0001614,C001147,Current,2022-02-25,Active
A0001615,C001147,Credit Card,2022-02-25,Active
A0001616,C001148,Current,2023-04-20,Active
A0001617,C001148,Savings,2023-04-20,Active
A0001618,C001149,Current,2022-12-16,Active
A0001619,C001149,Current,2022-12-16,Dormant
A0001620,C001150,Current,2023-06-11,Active
A0001621,C001151,Current,2023-08-06,Active
A0001622,C001151,Current,2023-08-06,Active
A0001623,C001152,Savings,2019-05-22,Active
A0001624,C001153,Current,2021-08-16,Active
A0001625,C001154,Credit Card,2022-07-21,Active
A0001626,C001154,Current,2022-07-21,Active
A0001627,C001155,Savings,2020-09-15,Active
A0001628,C001155,Current,2020-09-15,Active
A0001629,C001156,Current,2023-08-03,Active
A0001630,C001157,Savings,2020-08-16,Active
A0001631,C001158,Savings,2023-10-06,Dormant
A0001632,C001158,Credit Card,2023-10-06,Active
A0001633,C001159,Current,2025-08-03,Active
A0001634,C001160,Savings,2018-08-06,Active
A0001635,C001161,Current,2024-06-23,Active
A0001636,C001162,Credit Card,2021-03-18,Active
A0001637,C001162,Current,2021-03-18,Active
A0001638,C001163,Savings,2019-04-25,Active
A0001639,C001164,Credit Card,2022-12-15,Active
A0001640,C001164,Current,2022-12-15,Active
A0001641,C001165,Current,2018-08-22,Active
A0001642,C001165,Current,2018-08-22,Active
A0001643,C001166,Current,2021-12-17,Active
A0001644,C001166,Credit Card,2021-12-17,Active
A0001645,C001167,Current,2023-04-20,Active
A0001646,C001168,Savings,2018-09-04,Active
A0001647,C001169,Credit Card,2019-12-22,Active
A0001648,C001169,Savings,2019-12-22,Active
A0001649,C001170,Credit Card,2020-09-26,Active
A0001650,C001171,Current,2019-03-10,Active
A0001651,C001171,Current,2019-03-10,Active
A0001652,C001172,Savings,2022-08-02,Active
A0001653,C001173,Savings,2022-06-01,Active
A0001654,C001174,Savings,2023-09-12,Active
A0001655,C001174,Savings,2023-09-12,Active
A0001656,C001175,Current,2022-10-10,Active
A0001657,C001175,Current,2022-10-10,Active
A0001658,C001176,Savings,2024-01-12,Active
A0001659,C001177,Current,2021-10-30,Active
A0001660,C001177,Current,2021-10-30,Active
A0001661,C001177,Savings,2021-10-30,Active
A0001662,C001178,Current,2023-12-01,Active
A0001663,C001178,Current,2023-12-01,Active
A0001664,C001179,Current,2019-03-14,Dormant
A0001665,C001180,Current,2023-06-20,Active
A0001666,C001181,Current,2024-02-26,Active
A0001667,C001182,Savings,2023-03-18,Active
A0001668,C001183,Savings,2023-05-29,Active
A0001669,C001183,Current,2023-05-29,Active
A0001670,C001184,Credit Card,2025-03-20,Active
A0001671,C001185,Savings,2023-06-30,Active
A0001672,C001186,Current,2024-12-01,Active
A0001673,C001187,Current,2019-04-25,Active
A0001674,C001188,Savings,2019-05-21,Active
A0001675,C001189,Credit Card,2018-02-08,Active
A0001676,C001189,Current,2018-02-08,Active
A0001677,C001190,Current,2018-08-12,Active
A0001678,C001191,Current,2023-02-24,Active
A0001679,C001192,Current,2019-01-16,Active
A0001680,C001193,Savings,2020-06-05,Active
A0001681,C001194,Current,2023-04-27,Dormant
A0001682,C001195,Savings,2020-11-02,Active
A0001683,C001196,Current,2021-03-18,Active
A0001684,C001196,Savings,2021-03-18,Active
A0001685,C001196,Savings,2021-03-18,Active
A0001686,C001197,Current,2019-06-30,Active
A0001687,C001198,Savings,2020-10-22,Active
A0001688,C001198,Savings,2020-10-22,Active
A0001689,C001199,Savings,2020-11-11,Active
A0001690,C001200,Current,2019-09-08,Active
A0001691,C001200,Current,2019-09-08,Active
A0001692,C001200,Savings,2019-09-08,Active
A0001693,C001201,Savings,2021-09-11,Active
A0001694,C001201,Current,2021-09-11,Active
A0001695,C001202,Savings,2022-09-08,Active
A0001696,C001203,Credit Card,2023-03-05,Active
A0001697,C001203,Credit Card,2023-03-05,Active
A0001698,C001204,Current,2020-10-06,Active
A0001699,C001204,Savings,2020-10-06,Active
A0001700,C001205,Current,2020-06-05,Active
A0001701,C001206,Savings,2020-12-25,Active
A0001702,C001207,Savings,2018-10-10,Active
A0001703,C001208,Savings,2019-02-22,Active
A0001704,C001209,Credit Card,2021-05-08,Active
A0001705,C001210,Credit Card,2020-05-02,Closed
A0001706,C001210,Current,2020-05-02,Active
A0001707,C001210,Credit Card,2020-05-02,Active
A0001708,C001211,Credit Card,2020-03-07,Active
A0001709,C001211,Current,2020-03-07,Active
A0001710,C001212,Current,2022-03-01,Active
A0001711,C001213,Savings,2023-12-09,Active
A0001712,C001213,Current,2023-12-09,Active
A0001713,C001214,Savings,2021-08-18,Active
A0001714,C001215,Current,2022-09-02,Active
A0001715,C001216,Current,2024-05-03,Active
A0001716,C001217,Current,2024-03-21,Active
A0001717,C001217,Credit Card,2024-03-21,Active
A0001718,C001217,Credit Card,2024-03-21,Active
A0001719,C001218,Credit Card,2025-04-14,Active
A0001720,C001218,Current,2025-04-14,Active
A0001721,C001219,Current,2024-01-27,Active
A0001722,C001219,Current,2024-01-27,Active
A0001723,C001220,Savings,2022-12-04,Active
A0001724,C001221,Credit Card,2025-03-28,Active
A0001725,C001222,Savings,2024-11-08,Active
A0001726,C001223,Savings,2018-12-14,Active
A0001727,C001223,Savings,2018-12-14,Active
A0001728,C001224,Current,2021-09-14,Active
A0001729,C001225,Current,2018-12-04,Active
A0001730,C001225,Current,2018-12-04,Active
A0001731,C001226,Current,2020-12-01,Active
A0001732,C001227,Current,2023-03-06,Active
A0001733,C001228,Current,2020-05-29,Active
A0001734,C001229,Savings,2022-06-20,Active
A0001735,C001229,Savings,2022-06-20,Active
A0001736,C001230,Current,2025-02-23,Active
A0001737,C001231,Current,2023-01-19,Active
A0001738,C001232,Current,2020-08-18,Active
A0001739,C001232,Current,2020-08-18,Active
A0001740,C001233,Current,2023-03-27,Active
A0001741,C001233,Current,2023-03-27,Active
A0001742,C001234,Credit Card,2024-01-06,Active
A0001743,C001234,Current,2024-01-06,Dormant
A0001744,C001235,Current,2025-08-06,Closed
A0001745,C001236,Current,2021-08-02,Active
A0001746,C001237,Current,2025-06-26,Active
A0001747,C001238,Current,2024-11-17,Active
A0001748,C001239,Current,2018-12-02,Active
A0001749,C001239,Current,2018-12-02,Active
A0001750,C001240,Savings,2022-05-18,Active
A0001751,C001241,Savings,2025-02-21,Active
A0001752,C001242,Current,2019-05-09,Active
A0001753,C001242,Current,2019-05-09,Active
A0001754,C001243,Current,2019-05-24,Active
A0001755,C001243,Current,2019-05-24,Active
A0001756,C001244,Current,2025-08-31,Active
A0001757,C001245,Savings,2019-03-26,Active
A0001758,C001246,Current,2024-08-26,Active
A0001759,C001246,Current,2024-08-26,Active
A0001760,C001246,Current,2024-08-26,Active
A0001761,C001247,Current,2022-06-22,Active
A0001762,C001248,Current,2023-11-24,Active
A0001763,C001249,Current,2025-02-05,Active
A0001764,C001250,Savings,2024-09-29,Dormant
A0001765,C001250,Savings,2024-09-29,Active
A0001766,C001251,Savings,2021-06-03,Active
A0001767,C001251,Credit Card,2021-06-03,Active
A0001768,C001252,Current,2021-10-16,Active
A0001769,C001253,Current,2024-04-19,Active
A0001770,C001254,Savings,2018-11-16,Active
A0001771,C001254,Credit Card,2018-11-16,Active
A0001772,C001255,Current,2018-03-06,Dormant
A0001773,C001256,Current,2022-05-19,Active
A0001774,C001257,Current,2023-03-14,Active
A0001775,C001258,Savings,2023-03-22,Active
A0001776,C001259,Savings,2024-01-19,Active
A0001777,C001260,Current,2025-03-25,Active
A0001778,C001261,Credit Card,2021-11-17,Active
A0001779,C001262,Current,2019-08-14,Active
A0001780,C001263,Savings,2020-01-07,Active
A0001781,C001264,Savings,2018-04-16,Active
A0001782,C001265,Current,2022-01-04,Active
A0001783,C001266,Current,2024-11-03,Active
A0001784,C001266,Credit Card,2024-11-03,Active
A0001785,C001267,Current,2018-10-10,Active
A0001786,C001268,Credit Card,2020-10-10,Active
A0001787,C001269,Current,2025-07-06,Active
A0001788,C001270,Current,2022-03-16,Active
A0001789,C001271,Current,2023-12-18,Active
A0001790,C001271,Credit Card,2023-12-18,Active
A0001791,C001272,Credit Card,2018-01-30,Active
A0001792,C001272,Credit Card,2018-01-30,Active
A0001793,C001273,Savings,2018-02-02,Active
A0001794,C001274,Current,2024-07-12,Active
A0001795,C001274,Credit Card,2024-07-12,Active
A0001796,C001275,Current,2019-09-25,Active
A0001797,C001276,Current,2018-09-03,Active
A0001798,C001277,Savings,2023-09-03,Active
A0001799,C001278,Current,2022-07-15,Closed
A0001800,C001278,Current,2022-07-15,Active
A0001801,C001279,Current,2020-08-02,Dormant
A0001802,C001279,Savings,2020-08-02,Active
A0001803,C001279,Savings,2020-08-02,Active
A0001804,C001280,Savings,2020-07-13,Active
A0001805,C001281,Credit Card,2023-09-04,Active
A0001806,C001282,Savings,2019-01-22,Active
A0001807,C001283,Savings,2020-07-10,Active
A0001808,C001283,Savings,2020-07-10,Active
A0001809,C001284,Current,2025-03-10,Active
A0001810,C001285,Current,2019-04-01,Active
A0001811,C001285,Current,2019-04-01,Active
A0001812,C001286,Current,2018-06-25,Active
A0001813,C001287,Current,2021-01-06,Active
A0001814,C001288,Current,2023-10-03,Active
A0001815,C001289,Current,2023-09-01,Active
A0001816,C001290,Current,2022-06-16,Active
A0001817,C001291,Savings,2019-02-20,Active
A0001818,C001292,Savings,2025-05-06,Active
A0001819,C001292,Current,2025-05-06,Active
A0001820,C001293,Credit Card,2019-03-04,Active
A0001821,C001294,Current,2022-01-15,Active
A0001822,C001294,Credit Card,2022-01-15,Active
A0001823,C001295,Credit Card,2025-01-11,Dormant
A0001824,C001295,Savings,2025-01-11,Active
A0001825,C001296,Savings,2024-06-05,Active
A0001826,C001296,Current,2024-06-05,Active
A0001827,C001297,Current,2018-05-18,Closed
A0001828,C001298,Current,2024-05-07,Active
A0001829,C001298,Current,2024-05-07,Active
A0001830,C001299,Current,2020-06-06,Active
A0001831,C001299,Current,2020-06-06,Active
A0001832,C001300,Credit Card,2024-04-21,Active
A0001833,C001300,Current,2024-04-21,Active
A0001834,C001301,Current,2024-08-26,Active
A0001835,C001301,Current,2024-08-26,Active
A0001836,C001302,Savings,2019-05-03,Active
A0001837,C001303,Savings,2024-09-14,Active
A0001838,C001303,Current,2024-09-14,Active
A0001839,C001304,Savings,2022-01-29,Dormant
A0001840,C001305,Current,2025-06-04,Active
A0001841,C001306,Current,2024-03-09,Active
A0001842,C001306,Savings,2024-03-09,Active
A0001843,C001306,Savings,2024-03-09,Active
A0001844,C001307,Current,2023-11-16,Active
A0001845,C001308,Savings,2022-12-21,Active
A0001846,C001308,Current,2022-12-21,Active
A0001847,C001309,Current,2021-11-08,Active
A0001848,C001309,Savings,2021-11-08,Active
A0001849,C001310,Current,2022-10-20,Active
A0001850,C001311,Current,2021-08-09,Dormant
A0001851,C001312,Current,2024-01-29,Active
A0001852,C001313,Savings,2022-03-26,Active
A0001853,C001314,Current,2025-06-28,Dormant
A0001854,C001314,Current,2025-06-28,Active
A0001855,C001315,Current,2020-08-05,Active
A0001856,C001316,Current,2020-10-24,Active
A0001857,C001316,Credit Card,2020-10-24,Active
A0001858,C001317,Savings,2021-12-04,Active
A0001859,C001318,Current,2019-03-14,Active
A0001860,C001319,Credit Card,2021-12-26,Active
A0001861,C001320,Current,2018-12-11,Active
A0001862,C001321,Savings,2021-01-02,Active
A0001863,C001322,Savings,2018-10-07,Active
A0001864,C001322,Current,2018-10-07,Active
A0001865,C001323,Current,2024-12-31,Active
A0001866,C001324,Current,2023-06-04,Active
A0001867,C001324,Current,2023-06-04,Active
A0001868,C001325,Current,2023-05-23,Active
A0001869,C001326,Credit Card,2018-05-17,Active
A0001870,C001327,Current,2023-07-29,Active
A0001871,C001328,Savings,2022-12-29,Active
A0001872,C001328,Credit Card,2022-12-29,Active
A0001873,C001329,Current,2020-02-06,Active
A0001874,C001329,Current,2020-02-06,Active
A0001875,C001329,Current,2020-02-06,Active
A0001876,C001330,Current,2020-11-14,Active
A0001877,C001331,Current,2020-10-16,Active
A0001878,C001332,Current,2018-12-08,Active
A0001879,C001333,Savings,2021-09-09,Dormant
A0001880,C001333,Current,2021-09-09,Active
A0001881,C001333,Current,2021-09-09,Dormant
A0001882,C001334,Current,2024-02-15,Active
A0001883,C001334,Current,2024-02-15,Dormant
A0001884,C001335,Current,2020-11-28,Dormant
A0001885,C001335,Savings,2020-11-28,Active
A0001886,C001336,Current,2022-01-17,Active
A0001887,C001337,Credit Card,2018-02-18,Active
A0001888,C001338,Savings,2024-03-17,Active
A0001889,C001339,Current,2023-06-22,Active
A0001890,C001340,Current,2021-11-13,Active
A0001891,C001341,Current,2025-08-22,Closed
A0001892,C001342,Current,2022-12-27,Active
A0001893,C001343,Current,2023-08-15,Active
A0001894,C001344,Current,2022-06-11,Active
A0001895,C001344,Current,2022-06-11,Active
A0001896,C001345,Savings,2025-06-05,Active
A0001897,C001346,Savings,2018-10-29,Active
A0001898,C001346,Savings,2018-10-29,Dormant
A0001899,C001346,Current,2018-10-29,Active
A0001900,C001347,Current,2022-03-05,Active
A0001901,C001348,Current,2020-08-27,Active
A0001902,C001348,Current,2020-08-27,Active
A0001903,C001349,Current,2020-01-28,Active
A0001904,C001349,Credit Card,2020-01-28,Active
A0001905,C001350,Savings,2021-04-03,Active
A0001906,C001350,Current,2021-04-03,Active
A0001907,C001351,Current,2020-11-09,Active
A0001908,C001352,Current,2018-09-21,Active
A0001909,C001353,Current,2023-06-01,Active
A0001910,C001354,Credit Card,2019-12-05,Active
A0001911,C001355,Current,2023-07-11,Active
A0001912,C001355,Savings,2023-07-11,Dormant
A0001913,C001356,Savings,2019-08-04,Active
A0001914,C001356,Current,2019-08-04,Active
A0001915,C001357,Savings,2022-08-10,Active
A0001916,C001358,Current,2022-03-10,Active
A0001917,C001358,Current,2022-03-10,Dormant
A0001918,C001359,Savings,2020-12-08,Active
A0001919,C001360,Current,2022-10-19,Active
A0001920,C001361,Current,2019-10-03,Active
A0001921,C001362,Credit Card,2023-07-25,Active
A0001922,C001363,Current,2025-06-19,Active
A0001923,C001363,Credit Card,2025-06-19,Active
A0001924,C001364,Current,2018-03-13,Active
A0001925,C001365,Current,2020-06-19,Active
A0001926,C001366,Current,2019-10-16,Active
A0001927,C001367,Savings,2024-04-07,Active
A0001928,C001368,Current,2020-03-04,Active
A0001929,C001368,Current,2020-03-04,Active
A0001930,C001368,Current,2020-03-04,Active
A0001931,C001369,Savings,2024-04-28,Dormant
A0001932,C001370,Current,2025-07-27,Active
A0001933,C001371,Savings,2021-04-03,Active
A0001934,C001371,Current,2021-04-03,Active
A0001935,C001372,Current,2024-12-28,Active
A0001936,C001373,Savings,2021-04-07,Active
A0001937,C001373,Savings,2021-04-07,Active
A0001938,C001374,Savings,2024-04-28,Active
A0001939,C001374,Savings,2024-04-28,Active
A0001940,C001374,Current,2024-04-28,Active
A0001941,C001375,Current,2021-06-27,Active
A0001942,C001376,Savings,2024-01-09,Closed
A0001943,C001377,Current,2020-03-05,Active
A0001944,C001378,Current,2022-12-06,Active
A0001945,C001379,Current,2022-09-03,Active
A0001946,C001379,Savings,2022-09-03,Active
A0001947,C001380,Current,2022-06-21,Active
A0001948,C001380,Current,2022-06-21,Active
A0001949,C001380,Current,2022-06-21,Active
A0001950,C001381,Current,2019-10-15,Active
A0001951,C001382,Savings,2025-04-22,Active
A0001952,C001383,Current,2020-08-01,Active
A0001953,C001383,Current,2020-08-01,Closed
A0001954,C001384,Current,2024-06-24,Active
A0001955,C001385,Current,2019-01-18,Dormant
A0001956,C001386,Current,2022-06-19,Active
A0001957,C001387,Savings,2022-10-24,Active
A0001958,C001388,Savings,2024-09-21,Active
