customer_id,city,region,customer_segment,join_date,risk_band
C001237,Manchester,North,Affluent,2025-06-26,Low
C001238,Edinburgh,Scotland,Affluent,2024-11-17,Low
C001239,Leeds,North,Mass,2018-12-02,Medium
C001240,Manchester,North,Mass,2022-05-18,Medium
C001241,Edinburgh,Scotland,Mass,2025-02-21,Medium
C001242,Glasgow,Scotland,Mass,2019-05-09,Low
C001243,Bristol,South West,Student,2019-05-24,Medium
C001244,Manchester,North,Mass,2025-08-31,Low
C001245,Birmingham,Midlands,Mass,2019-03-26,Low
C001246,Bristol,South West,Mass,2024-08-26,Low
C001247,Leeds,North,Mass,2022-06-22,Medium
C001248,Leeds,North,Business,2023-11-24,Medium
C001249,Manchester,North,Mass,2025-02-05,Low
C001250,Manchester,North,Mass,2024-09-29,Low
C001251,Manchester,North,Student,2021-06-03,Medium
C001252,London,South,Student,2021-10-16,Low
C001253,Manchester,North,Mass,2024-04-19,Low
C001254,Glasgow,Scotland,Business,2018-11-16,Medium
C001255,Liverpool,North West,Mass,2018-03-06,Low
C001256,Birmingham,Midlands,Student,2022-05-19,Low
C001257,London,South,Mass,2023-03-14,Low
C001258,Manchester,North,Mass,2023-03-22,Medium
C001259,Manchester,North,Mass,2024-01-19,Low
C001260,Liverpool,North West,Mass,2025-03-25,Low
C001261,Leeds,North,Affluent,2021-11-17,Low
C001262,Manchester,North,Mass,2019-08-14,Medium
C001263,Liverpool,North West,Business,2020-01-07,Low
C001264,Glasgow,Scotland,Mass,2018-04-16,Medium
C001265,Liverpool,North West,Mass,2022-01-04,Low
C001266,Bristol,South West,Mass,2024-11-03,Low
C001267,Manchester,North,Mass,2018-10-10,Low
C001268,Manchester,North,Business,2020-10-10,Medium
C001269,Liverpool,North West,Mass,2025-07-06,Medium
C001270,Edinburgh,Scotland,Affluent,2022-03-16,Low
C001271,Birmingham,Midlands,Mass,2023-12-18,Low
C001272,Liverpool,North West,Business,2018-01-30,Low
C001273,Leeds,North,Affluent,2018-02-02,Low
C001274,Liverpool,North West,Mass,2024-07-12,Low
C001275,London,South,Affluent,2019-09-25,Low
C001276,Manchester,North,Mass,2018-09-03,Low
C001277,Edinburgh,Scotland,Mass,2023-09-03,Medium
C001278,Edinburgh,Scotland,Mass,2022-07-15,Low
C001279,London,South,Mass,2020-08-02,Low
C001280,London,South,Mass,2020-07-13,High
C001281,Leeds,North,Business,2023-09-04,Low
C001282,Birmingham,Midlands,Student,2019-01-22,Low
C001283,Leeds,North,Affluent,2020-07-10,Low
C001284,Liverpool,North West,Mass,2025-03-10,Low
C001285,Glasgow,Scotland,Mass,2019-04-01,Low
C001286,Leeds,North,Mass,2018-06-25,Low
C001287,Leeds,North,Mass,2021-01-06,High
C001288,Liverpool,North West,Mass,2023-10-03,Medium
C001289,Liverpool,North West,Affluent,2023-09-01,Low
C001290,Liverpool,North West,Student,2022-06-16,Low
C001291,Leeds,North,Mass,2019-02-20,Low
C001292,Manchester,North,Affluent,2025-05-06,Low
C001293,Edinburgh,Scotland,Affluent,2019-03-04,Low
C001294,Birmingham,Midlands,Mass,2022-01-15,Low
C001295,Edinburgh,Scotland,Affluent,2025-01-11,Medium
C001296,Birmingham,Midlands,Mass,2024-06-05,Low
C001297,Leeds,North,Mass,2018-05-18,Medium
C001298,Leeds,North,Mass,2024-05-07,Low
C001299,Liverpool,North West,Mass,2020-06-06,Low
C001300,Liverpool,North West,Mass,2024-04-21,Low
C001301,Manchester,North,Mass,2024-08-26,Low
C001302,London,South,Mass,2019-05-03,Low
C001303,Glasgow,Scotland,Mass,2024-09-14,Low
C001304,Leeds,North,Mass,2022-01-29,Low
C001305,Manchester,North,Affluent,2025-06-04,Medium
C001306,London,South,Affluent,2024-03-09,Low
C001307,Glasgow,Scotland,Student,2023-11-16,Low
C001308,Edinburgh,Scotland,Mass,2022-12-21,Low
C001309,Birmingham,Midlands,Mass,2021-11-08,Low
C001310,Edinburgh,Scotland,Mass,2022-10-20,Low
C001311,Edinburgh,Scotland,Affluent,2021-08-09,Medium
C001312,Bristol,South West,Mass,2024-01-29,Low
C001313,London,South,Affluent,2022-03-26,Low
C001314,Bristol,South West,Mass,2025-06-28,Low
C001315,Leeds,North,Mass,2020-08-05,Medium
C001316,Manchester,North,Business,2020-10-24,Low
C001317,Edinburgh,Scotland,Affluent,2021-12-04,Medium
C001318,Edinburgh,Scotland,Mass,2019-03-14,Low
C001319,Glasgow,Scotland,Mass,2021-12-26,Medium
C001320,Birmingham,Midlands,Mass,2018-12-11,Low
C001321,Manchester,North,Business,2021-01-02,Low
C001322,Glasgow,Scotland,Mass,2018-10-07,Low
C001323,Edinburgh,Scotland,Mass,2024-12-31,Low
C001324,London,South,Student,2023-06-04,Low
C001325,London,South,Affluent,2023-05-23,Low
C001326,Edinburgh,Scotland,Mass,2018-05-17,Medium
C001327,London,South,Mass,2023-07-29,Medium
C001328,Manchester,North,Mass,2022-12-29,Low
C001329,London,South,Student,2020-02-06,Low
C001330,Birmingham,Midlands,Mass,2020-11-14,Low
C001331,Edinburgh,Scotland,Mass,2020-10-16,Low
C001332,Glasgow,Scotland,Affluent,2018-12-08,High
C001333,Leeds,North,Affluent,2021-09-09,Low
C001334,Birmingham,Midlands,Business,2024-02-15,Low
C001335,Leeds,North,Mass,2020-11-28,Low
C001336,Bristol,South West,Mass,2022-01-17,Low
C001337,Birmingham,Midlands,Mass,2018-02-18,Low
C001338,Liverpool,North West,Student,2024-03-17,Low
C001339,Glasgow,Scotland,Mass,2023-06-22,Medium
C001340,Edinburgh,Scotland,Mass,2021-11-13,Medium
C001341,Birmingham,Midlands,Mass,2025-08-22,Low
C001342,Glasgow,Scotland,Mass,2022-12-27,Low
C001343,Edinburgh,Scotland,Mass,2023-08-15,Low
C001344,Glasgow,Scotland,Mass,2022-06-11,Medium
C001345,Leeds,North,Mass,2025-06-05,Low
C001346,Leeds,North,Student,2018-10-29,Low
C001347,Glasgow,Scotland,Mass,2022-03-05,Low
C001348,Edinburgh,Scotland,Student,2020-08-27,Low
C001349,Birmingham,Midlands,Affluent,2020-01-28,Low
C001350,Birmingham,Midlands,Mass,2021-04-03,Low
C001351,Glasgow,Scotland,Mass,2020-11-09,Medium
C001352,Leeds,North,Mass,2018-09-21,Low
C001353,Manchester,North,Mass,2023-06-01,Medium
C001354,Liverpool,North West,Business,2019-12-05,Low
C001355,Edinburgh,Scotland,Mass,2023-07-11,Medium
C001356,Edinburgh,Scotland,Business,2019-08-04,Low
C001357,Manchester,North,Mass,2022-08-10,Low
C001358,Bristol,South West,Mass,2022-03-10,Low
C001359,Birmingham,Midlands,Affluent,2020-12-08,Low
C001360,Leeds,North,Mass,2022-10-19,Low
C001361,Glasgow,Scotland,Mass,2019-10-03,Low
C001362,Edinburgh,Scotland,Affluent,2023-07-25,Low
C001363,Bristol,South West,Affluent,2025-06-19,Low
C001364,Edinburgh,Scotland,Mass,2018-03-13,Low
C001365,Edinburgh,Scotland,Mass,2020-06-19,Medium
C001366,Manchester,North,Mass,2019-10-16,Low
C001367,London,South,Mass,2024-04-07,Medium
C001368,Manchester,North,Mass,2020-03-04,Low
C001369,Leeds,North,Student,2024-04-28,Medium
C001370,Manchester,North,Mass,2025-07-27,Medium
C001371,Manchester,North,Mass,2021-04-03,Low
C001372,Leeds,North,Business,2024-12-28,Medium
C001373,Liverpool,North West,Business,2021-04-07,High
C001374,Birmingham,Midlands,Mass,2024-04-28,Low
C001375,Birmingham,Midlands,Mass,2021-06-27,Low
C001376,Edinburgh,Scotland,Affluent,2024-01-09,Low
C001377,Birmingham,Midlands,Affluent,2020-03-05,Medium
C001378,Liverpool,North West,Business,2022-12-06,Low
C001379,Manchester,North,Affluent,2022-09-03,Medium
C001380,Glasgow,Scotland,Mass,2022-06-21,Low
C001381,Liverpool,North West,Mass,2019-10-15,Low
C001382,Bristol,South West,Mass,2025-04-22,Medium
C001383,Manchester,North,Mass,2020-08-01,Low
C001384,Bristol,South West,Student,2024-06-24,Low
C001385,London,South,Affluent,2019-01-18,Low
C001386,Leeds,North,Business,2022-06-19,Low
C001387,Manchester,North,Mass,2022-10-24,Low
C001388,Liverpool,North West,Mass,2024-09-21,High
C001389,Edinburgh,Scotland,Student,2023-02-28,Low
C001390,London,South,Mass,2023-11-25,Low
C001391,Glasgow,Scotland,Affluent,2022-04-21,Low
C001392,Leeds,North,Business,2018-06-15,Low
C001393,Birmingham,Midlands,Affluent,2023-06-25,Low
C001394,Liverpool,North West,Business,2018-06-09,Medium
C001395,Manchester,North,Mass,2019-05-04,Low
C001396,Leeds,North,Affluent,2022-03-25,Low
C001397,Liverpool,North West,Mass,2018-12-24,Medium
C001398,Birmingham,Midlands,Mass,2022-08-01,Low
C001399,Leeds,North,Student,2021-04-29,Low
C001400,Leeds,North,Affluent,2021-11-13,Low
C001401,Edinburgh,Scotland,Mass,2020-07-05,Low
C001402,Bristol,South West,Business,2024-05-19,Low
C001403,Leeds,North,Student,2025-04-03,Low
C001404,Glasgow,Scotland,Business,2021-08-11,Low
C001405,Edinburgh,Scotland,Mass,2019-10-01,Medium
C001406,Glasgow,Scotland,Affluent,2021-07-05,Low
C001407,Bristol,South West,Mass,2024-10-24,Low
C001408,Manchester,North,Mass,2020-09-05,Low
C001409,Manchester,North,Mass,2024-12-30,Low
C001410,Edinburgh,Scotland,Mass,2020-02-17,Medium
C001411,Liverpool,North West,Student,2018-11-20,Low
C001412,London,South,Mass,2023-04-29,Medium
C001413,Edinburgh,Scotland,Mass,2019-02-28,Low
C001414,Leeds,North,Mass,2021-08-03,Low
C001415,Leeds,North,Student,2021-04-13,Low
C001416,Glasgow,Scotland,Mass,2020-12-08,Low
C001417,Glasgow,Scotland,Affluent,2024-02-03,Low
C001418,Edinburgh,Scotland,Mass,2019-06-03,Low
C001419,Liverpool,North West,Mass,2022-12-29,Low
C001420,Edinburgh,Scotland,Affluent,2021-11-05,High
C001421,London,South,Business,2021-09-09,Low
C001422,Birmingham,Midlands,Business,2019-11-23,Low
C001423,Edinburgh,Scotland,Mass,2024-12-19,Low
C001424,Manchester,North,Affluent,2023-02-07,Medium
C001425,Manchester,North,Mass,2025-08-18,Low
C001426,London,South,Mass,2023-04-24,Low
C001427,Bristol,South West,Mass,2023-01-16,Low
C001428,Manchester,North,Mass,2021-10-29,Low
C001429,Liverpool,North West,Business,2022-07-12,Low
C001430,Glasgow,Scotland,Student,2018-05-30,Low
C001431,Edinburgh,Scotland,Mass,2024-04-25,Low
C001432,Bristol,South West,Mass,2025-08-03,Low
C001433,Bristol,South West,Affluent,2023-09-14,Medium
C001434,Liverpool,North West,Mass,2021-12-15,Medium
C001435,Birmingham,Midlands,Mass,2021-02-15,Low
C001436,Liverpool,North West,Business,2020-11-12,Low
C001437,Manchester,North,Mass,2022-01-15,Medium
C001438,London,South,Student,2024-03-18,Low
C001439,London,South,Mass,2022-04-30,Medium
C001440,Birmingham,Midlands,Mass,2021-06-19,Medium
C001441,Liverpool,North West,Mass,2023-07-15,Low
C001442,Birmingham,Midlands,Mass,2025-03-07,Low
C001443,Leeds,North,Business,2021-02-27,Medium
C001444,Bristol,South West,Mass,2023-11-13,Low
C001445,Bristol,South West,Mass,2020-03-16,Low
C001446,Birmingham,Midlands,Mass,2023-04-29,High
C001447,Leeds,North,Mass,2019-04-17,Low
C001448,Birmingham,Midlands,Student,2023-06-23,Low
C001449,Liverpool,North West,Business,2019-11-27,High
C001450,Glasgow,Scotland,Mass,2022-02-28,Low
C001451,Birmingham,Midlands,Mass,2025-08-17,Low
C001452,Birmingham,Midlands,Mass,2021-01-12,Low
C001453,Birmingham,Midlands,Business,2024-04-19,Low
C001454,London,South,Mass,2020-11-08,Low
C001455,Liverpool,North West,Affluent,2020-05-11,Low
C001456,London,South,Affluent,2020-06-19,Low
C001457,London,South,Mass,2021-03-28,Low
C001458,Edinburgh,Scotland,Business,2024-11-07,Medium
C001459,Glasgow,Scotland,Mass,2022-05-16,Low
C001460,Birmingham,Midlands,Mass,2025-01-19,High
C001461,Edinburgh,Scotland,Affluent,2021-09-25,Low
C001462,Birmingham,Midlands,Mass,2019-04-10,Low
C001463,Leeds,North,Mass,2025-07-28,Low
C001464,Glasgow,Scotland,Student,2024-09-28,Low
C001465,London,South,Mass,2019-11-10,Medium
C001466,Birmingham,Midlands,Student,2020-02-29,Low
C001467,London,South,Affluent,2020-05-19,Low
C001468,Birmingham,Midlands,Mass,2024-03-14,Low
C001469,Leeds,North,Mass,2025-08-28,Medium
C001470,Glasgow,Scotland,Mass,2023-07-01,Low
C001471,Liverpool,North West,Mass,2020-12-28,Medium
C001472,Leeds,North,Business,2023-02-05,Medium
C001473,Glasgow,Scotland,Business,2022-08-27,Medium
C001474,Liverpool,North West,Mass,2022-08-31,High
C001475,Birmingham,Midlands,Business,2023-02-25,Medium
C001476,Birmingham,Midlands,Mass,2021-02-23,Low
C001477,Birmingham,Midlands,Mass,2018-08-08,Low
C001478,Liverpool,North West,Mass,2019-02-19,Medium
C001479,Birmingham,Midlands,Mass,2019-01-01,High
C001480,London,South,Mass,2024-08-30,Low
C001481,Manchester,North,Mass,2024-10-15,Medium
C001482,Glasgow,Scotland,Mass,2023-12-22,Medium
C001483,Manchester,North,Mass,2021-01-19,Medium
C001484,Birmingham,Midlands,Mass,2024-02-02,Medium
C001485,Birmingham,Midlands,Business,2019-03-20,Low
C001486,Edinburgh,Scotland,Mass,2019-02-16,Low
C001487,Glasgow,Scotland,Mass,2024-01-29,Medium
C001488,Edinburgh,Scotland,Mass,2022-12-30,Low
C001489,London,South,Student,2021-12-28,Low
C001490,Birmingham,Midlands,Mass,2019-01-17,Low
C001491,Leeds,North,Mass,2018-07-01,Low
C001492,Birmingham,Midlands,Mass,2019-12-24,Low
C001493,Leeds,North,Mass,2021-04-24,Low
C001494,London,South,Mass,2020-02-08,Low
C001495,Bristol,South West,Business,2022-06-26,Low
C001496,Birmingham,Midlands,Mass,2025-07-25,Low
C001497,Manchester,North,Mass,2023-08-03,Low
C001498,Edinburgh,Scotland,Mass,2021-01-02,Low
C001499,Leeds,North,Student,2018-11-09,Low
C001500,Bristol,South West,Mass,2025-01-08,Low
C001501,Manchester,North,Mass,2019-01-29,Low
C001502,Leeds,North,Mass,2018-06-16,Low
C001503,Birmingham,Midlands,Mass,2022-05-16,Low
C001504,Leeds,North,Mass,2022-08-24,Low
C001505,Edinburgh,Scotland,Mass,2020-01-07,Low
C001506,Glasgow,Scotland,Mass,2020-06-09,Low
C001507,Leeds,North,Business,2025-07-05,Low
C001508,Leeds,North,Student,2019-03-24,Low
C001509,Birmingham,Midlands,Affluent,2023-07-01,Low
C001510,Leeds,North,Mass,2020-01-02,High
C001511,Bristol,South West,Mass,2020-03-03,Low
C001512,Liverpool,North West,Mass,2021-03-31,Low
C001513,Liverpool,North West,Mass,2023-11-30,Low
C001514,Glasgow,Scotland,Business,2022-12-22,Low
C001515,Edinburgh,Scotland,Business,2022-06-14,Low
C001516,Leeds,North,Mass,2025-01-14,Low
C001517,Glasgow,Scotland,Mass,2018-04-25,Low
C001518,London,South,Affluent,2021-12-16,Medium
C001519,Manchester,North,Student,2024-05-11,Low
C001520,Glasgow,Scotland,Affluent,2023-09-04,Low
C001521,London,South,Affluent,2023-07-30,Medium
C001522,Glasgow,Scotland,Mass,2022-04-02,Low
C001523,Manchester,North,Mass,2020-10-21,High
C001524,Manchester,North,Mass,2018-10-21,Low
C001525,Birmingham,Midlands,Mass,2024-07-07,Medium
C001526,Leeds,North,Affluent,2024-11-11,Medium
C001527,London,South,Affluent,2022-09-30,Low
C001528,Manchester,North,Mass,2023-02-26,Low
C001529,Liverpool,North West,Student,2022-12-06,Medium
C001530,Birmingham,Midlands,Mass,2018-08-10,Medium
C001531,Glasgow,Scotland,Affluent,2021-09-10,High
C001532,Birmingham,Midlands,Affluent,2021-01-21,Medium
C001533,Edinburgh,Scotland,Mass,2022-09-12,Low
C001534,Glasgow,Scotland,Student,2021-03-06,Low
C001535,Leeds,North,Student,2020-11-12,Low
C001536,Glasgow,Scotland,Affluent,2021-11-01,Low
C001537,London,South,Mass,2022-12-07,Low
C001538,Leeds,North,Mass,2024-10-25,Medium
C001539,Leeds,North,Mass,2018-11-30,Medium
C001540,Leeds,North,Student,2025-07-23,Low
C001541,Liverpool,North West,Mass,2018-01-23,Low
C001542,London,South,Mass,2020-07-11,Low
C001543,Liverpool,North West,Affluent,2023-01-12,Low
C001544,Edinburgh,Scotland,Mass,2021-02-17,Low
C001545,Edinburgh,Scotland,Student,2022-03-12,Low
C001546,Edinburgh,Scotland,Business,2020-05-03,Low
C001547,London,South,Student,2019-11-16,Medium
C001548,Manchester,North,Mass,2019-06-15,Medium
C001549,Glasgow,Scotland,Mass,2020-05-14,Low
C001550,Edinburgh,Scotland,Mass,2022-06-27,Low
C001551,Birmingham,Midlands,Mass,2020-03-31,Medium
C001552,Bristol,South West,Affluent,2022-04-12,Low
C001553,Edinburgh,Scotland,Mass,2019-04-09,Low
C001554,Bristol,South West,Mass,2018-07-21,Medium
C001555,London,South,Mass,2022-12-17,Low
C001556,London,South,Mass,2019-11-11,High
C001557,Bristol,South West,Mass,2020-03-01,Low
C001558,Leeds,North,Mass,2021-09-29,Low
C001559,Manchester,North,Mass,2020-04-28,Low
C001560,Leeds,North,Student,2021-10-18,Low
C001561,Edinburgh,Scotland,Mass,2019-10-16,Low
C001562,London,South,Mass,2020-08-02,Medium
C001563,Glasgow,Scotland,Mass,2018-05-04,Low
C001564,Glasgow,Scotland,Mass,2018-06-05,High
C001565,London,South,Affluent,2018-12-08,Low
C001566,Edinburgh,Scotland,Affluent,2019-05-20,Medium
C001567,Glasgow,Scotland,Business,2020-04-22,Low
C001568,London,South,Affluent,2020-08-13,Low
C001569,Glasgow,Scotland,Mass,2023-12-15,Low
C001570,London,South,Mass,2024-10-30,Low
C001571,Edinburgh,Scotland,Student,2021-04-30,Low
C001572,Birmingham,Midlands,Mass,2019-04-30,Low
C001573,Leeds,North,Business,2023-09-08,Low
C001574,Leeds,North,Mass,2024-12-15,Low
C001575,Birmingham,Midlands,Mass,2020-09-25,Medium
C001576,Glasgow,Scotland,Mass,2019-04-17,Low
C001577,Bristol,South West,Mass,2023-06-04,Low
C001578,Birmingham,Midlands,Affluent,2018-08-06,Low
C001579,London,South,Mass,2019-02-21,Medium
C001580,Edinburgh,Scotland,Mass,2018-12-26,Low
C001581,Birmingham,Midlands,Mass,2019-03-26,Medium
C001582,London,South,Mass,2020-08-08,Low
C001583,Liverpool,North West,Student,2025-03-06,Low
C001584,Birmingham,Midlands,Mass,2023-12-21,Low
C001585,Bristol,South West,Mass,2025-03-21,Medium
C001586,Leeds,North,Business,2020-05-29,Low
C001587,Birmingham,Midlands,Mass,2020-11-10,Low
C001588,Glasgow,Scotland,Student,2022-09-05,Medium
C001589,Birmingham,Midlands,Mass,2020-04-24,Low
C001590,Birmingham,Midlands,Mass,2021-02-16,Low
C001591,Leeds,North,Mass,2019-04-09,Low
C001592,London,South,Mass,2018-12-24,Low
C001593,Glasgow,Scotland,Mass,2020-12-19,Medium
C001594,Leeds,North,Mass,2024-01-31,Low
C001595,Glasgow,Scotland,Student,2019-12-27,Low
C001596,Liverpool,North West,Mass,2018-08-18,Low
C001597,Liverpool,North West,Mass,2022-09-06,Low
C001598,Edinburgh,Scotland,Mass,2024-03-30,Low
C001599,Manchester,North,Student,2022-01-03,Medium
C001600,Glasgow,Scotland,Mass,2019-07-12,High
C001601,Manchester,North,Mass,2024-08-18,Medium
C001602,London,South,Mass,2018-10-31,Medium
C001603,Birmingham,Midlands,Student,2019-10-08,Low
C001604,Liverpool,North West,Mass,2019-11-21,Low
C001605,Leeds,North,Student,2021-01-21,High
C001606,Liverpool,North West,Affluent,2025-08-13,Low
C001607,Birmingham,Midlands,Mass,2020-08-02,Low
C001608,Bristol,South West,Student,2023-09-13,Low
C001609,Birmingham,Midlands,Mass,2024-09-30,Low
C001610,London,South,Business,2024-09-26,Low
C001611,Edinburgh,Scotland,Student,2019-05-01,Low
C001612,Bristol,South West,Mass,2020-07-03,Low
C001613,Edinburgh,Scotland,Student,2021-04-04,Low
C001614,London,South,Mass,2022-10-09,Low
C001615,Bristol,South West,Mass,2025-06-27,Low
C001616,London,South,Affluent,2020-04-14,Low
C001617,Edinburgh,Scotland,Mass,2018-02-25,Medium
C001618,Liverpool,North West,Mass,2023-12-01,Low
C001619,Bristol,South West,Business,2019-06-12,Low
C001620,Liverpool,North West,Mass,2019-06-28,High
C001621,Bristol,South West,Mass,2018-07-30,Low
C001622,Glasgow,Scotland,Mass,2025-01-04,Medium
C001623,Manchester,North,Mass,2019-04-24,Low
C001624,Glasgow,Scotland,Business,2021-04-06,Low
C001625,Glasgow,Scotland,Business,2025-08-12,Low
C001626,Glasgow,Scotland,Mass,2020-05-29,Low
C001627,London,South,Mass,2021-03-23,Low
C001628,London,South,Mass,2022-04-21,Low
C001629,Birmingham,Midlands,Affluent,2020-06-05,Low
C001630,Leeds,North,Mass,2023-12-04,Low
C001631,Birmingham,Midlands,Business,2018-05-25,Low
C001632,Manchester,North,Affluent,2019-04-11,Low
C001633,Manchester,North,Affluent,2024-01-11,Low
C001634,Edinburgh,Scotland,Mass,2023-10-01,Medium
C001635,Bristol,South West,Mass,2023-10-14,Low
C001636,Glasgow,Scotland,Business,2023-04-23,Low
C001637,London,South,Mass,2020-09-14,Low
C001638,Glasgow,Scotland,Mass,2019-05-05,High
C001639,London,South,Mass,2021-11-30,Low
C001640,London,South,Mass,2020-02-18,Low
C001641,Glasgow,Scotland,Mass,2020-04-17,Low
C001642,Glasgow,Scotland,Mass,2024-12-19,Low
C001643,Birmingham,Midlands,Affluent,2025-03-31,Low
C001644,London,South,Student,2018-10-25,Low
C001645,Birmingham,Midlands,Student,2018-04-03,Low
C001646,Glasgow,Scotland,Mass,2024-10-23,Low
C001647,Bristol,South West,Mass,2018-10-22,Low
C001648,Glasgow,Scotland,Affluent,2024-11-08,Low
C001649,Edinburgh,Scotland,Mass,2023-09-02,Low
C001650,Leeds,North,Student,2022-10-05,Low
C001651,Bristol,South West,Affluent,2019-01-03,Low
C001652,Edinburgh,Scotland,Mass,2021-11-28,Low
C001653,Bristol,South West,Student,2020-10-02,Low
C001654,Leeds,North,Student,2022-03-03,Low
C001655,Liverpool,North West,Mass,2022-05-14,Low
C001656,Glasgow,Scotland,Mass,2019-11-25,Medium
C001657,Leeds,North,Mass,2020-05-23,Low
C001658,Leeds,North,Mass,2020-06-08,High
C001659,Bristol,South West,Student,2019-09-07,Low
C001660,Glasgow,Scotland,Affluent,2024-09-03,Medium
C001661,Birmingham,Midlands,Mass,2024-05-03,Low
C001662,Manchester,North,Mass,2024-06-25,Medium
C001663,London,South,Mass,2019-07-11,Medium
C001664,Leeds,North,Mass,2023-08-08,Low
C001665,London,South,Business,2021-08-21,Medium
C001666,Leeds,North,Mass,2022-10-20,Low
C001667,Manchester,North,Mass,2021-12-21,Low
C001668,London,South,Mass,2018-04-30,Low
C001669,Liverpool,North West,Mass,2020-05-29,Low
C001670,Bristol,South West,Mass,2024-02-08,Low
C001671,London,South,Mass,2024-11-11,Low
C001672,Manchester,North,Mass,2024-08-22,Low
C001673,Manchester,North,Mass,2018-05-23,Low
C001674,Glasgow,Scotland,Mass,2024-06-28,Low
C001675,Bristol,South West,Student,2021-06-09,Low
C001676,London,South,Mass,2025-07-07,Low
C001677,Leeds,North,Student,2019-01-13,Low
C001678,Leeds,North,Mass,2023-02-04,Low
C001679,Birmingham,Midlands,Business,2018-12-10,Medium
C001680,Glasgow,Scotland,Mass,2025-05-08,Medium
C001681,Birmingham,Midlands,Affluent,2023-08-27,Low
C001682,Birmingham,Midlands,Student,2019-02-02,Low
C001683,Leeds,North,Mass,2018-05-31,Low
C001684,Glasgow,Scotland,Mass,2021-09-08,Medium
C001685,Birmingham,Midlands,Student,2018-10-31,Low
C001686,Birmingham,Midlands,Mass,2020-03-11,Low
C001687,Glasgow,Scotland,Mass,2019-10-29,Medium
C001688,Birmingham,Midlands,Business,2020-12-12,Low
C001689,Leeds,North,Mass,2023-04-22,Medium
C001690,Bristol,South West,Mass,2024-04-19,Low
C001691,London,South,Affluent,2023-02-05,Low
C001692,Glasgow,Scotland,Mass,2019-03-07,Low
C001693,Bristol,South West,Mass,2024-11-09,Medium
C001694,Leeds,North,Business,2022-11-07,Low
C001695,Bristol,South West,Mass,2021-10-07,Low
C001696,Birmingham,Midlands,Mass,2021-09-20,Low
C001697,Edinburgh,Scotland,Mass,2018-10-21,Low
C001698,Leeds,North,Mass,2023-08-20,Low
C001699,Glasgow,Scotland,Business,2019-04-26,Low
C001700,Bristol,South West,Student,2021-09-11,Medium
C001701,Manchester,North,Mass,2020-02-07,High
C001702,Birmingham,Midlands,Business,2019-07-17,Medium
C001703,Bristol,South West,Mass,2024-12-18,Low
C001704,London,South,Business,2021-12-14,Low
C001705,Bristol,South West,Affluent,2023-11-26,Low
C001706,Bristol,South West,Mass,2018-04-17,Low
C001707,Leeds,North,Student,2024-10-04,Low
C001708,Birmingham,Midlands,Mass,2020-03-27,Low
C001709,Bristol,South West,Business,2022-07-18,Low
C001710,Edinburgh,Scotland,Mass,2022-08-18,Medium
C001711,Leeds,North,Mass,2020-02-22,Low
C001712,London,South,Mass,2022-12-31,Low
C001713,Bristol,South West,Mass,2022-04-11,Low
C001714,Liverpool,North West,Mass,2019-01-31,Medium
C001715,Liverpool,North West,Mass,2018-12-10,Medium
C001716,Liverpool,North West,Mass,2019-09-04,Low
C001717,Bristol,South West,Mass,2023-03-12,Low
C001718,Birmingham,Midlands,Mass,2024-03-13,Low
C001719,Leeds,North,Mass,2023-04-22,Low
C001720,Bristol,South West,Mass,2020-03-11,Low
C001721,Birmingham,Midlands,Mass,2025-06-10,Low
C001722,Glasgow,Scotland,Mass,2025-05-28,Low
C001723,Liverpool,North West,Affluent,2019-03-30,Low
C001724,Manchester,North,Affluent,2019-07-17,Low
C001725,Bristol,South West,Mass,2022-04-26,Low
C001726,Leeds,North,Affluent,2018-07-17,Low
C001727,Leeds,North,Mass,2021-08-07,Low
C001728,Birmingham,Midlands,Affluent,2023-06-01,Medium
C001729,Bristol,South West,Mass,2021-07-12,Medium
C001730,London,South,Mass,2022-10-20,Low
C001731,Glasgow,Scotland,Mass,2025-07-21,Low
C001732,Bristol,South West,Student,2024-03-23,Medium
C001733,Edinburgh,Scotland,Affluent,2025-04-17,High
C001734,London,South,Business,2023-05-30,Low
C001735,Birmingham,Midlands,Affluent,2018-12-07,Low
C001736,Glasgow,Scotland,Mass,2023-07-22,Medium
C001737,Edinburgh,Scotland,Mass,2018-05-22,Low
C001738,Bristol,South West,Business,2022-12-17,Low
C001739,Glasgow,Scotland,Mass,2020-07-25,Low
C001740,London,South,Mass,2018-10-21,Low
C001741,Bristol,South West,Mass,2025-05-13,Low
C001742,Glasgow,Scotland,Mass,2024-10-25,Low
C001743,Manchester,North,Student,2023-04-28,Low
C001744,Birmingham,Midlands,Mass,2024-12-20,Medium
C001745,Bristol,South West,Mass,2022-05-03,Medium
C001746,Manchester,North,Mass,2024-08-31,Medium
C001747,London,South,Business,2019-10-09,Low
C001748,Liverpool,North West,Affluent,2025-03-08,Low
C001749,Bristol,South West,Mass,2019-10-25,Low
C001750,London,South,Student,2024-02-07,High
C001751,Glasgow,Scotland,Mass,2018-06-04,Medium
C001752,Manchester,North,Mass,2019-11-26,Low
C001753,Liverpool,North West,Mass,2023-07-05,Low
C001754,Edinburgh,Scotland,Mass,2019-12-19,Low
C001755,Edinburgh,Scotland,Mass,2023-07-03,Medium
C001756,Birmingham,Midlands,Student,2021-11-25,Medium
C001757,Edinburgh,Scotland,Student,2018-07-05,Low
